accelX,accelY,accelZ,azimuth,gyroX,gyroY,gyroZ,magX,magY,magZ,pitch,pressure,roll,timestamp,timestamp_offset,direction
-2.1216360666666665,8.232307166666667,4.411567216666667,1.18686115,-0.2488764866666667,-0.46329002233333333,-0.041844238,-5.690625333333333,-30.828127499999997,-33.4875005,-1.03373855,985.2927,0.45112533833333335,1754295719755.6667,44.666666666666664,Stay
-1.060572596923077,7.9443552461538465,5.946440384615385,0.9997330015384616,-0.6527559792307692,-0.9751163692307692,0.11190572584615385,-5.800961723076923,-30.206250615384615,-34.843271076923074,-0.9173600615384616,985.2188892307693,0.19858456215384615,1754295719859.6924,148.69230769230768,Stay
-0.553220603,7.543732400000001,6.699664370000001,1.0160524499999999,-0.1517082555,-0.28220426600000004,0.24150539999999995,-8.4375001,-27.995626599999998,-35.2931276,-0.8445448709999999,985.27706,0.0839283985,1754295719963.5,252.5,Stay
-0.12542379191666667,7.8958164166666664,6.009574066666667,0.7316547975000001,-0.12143482833333334,-0.2642626625,0.1835521383333333,-9.4390635,-27.335938666666664,-35.36093833333333,-0.9199362425,985.3094583333333,0.023672972250000004,1754295720068.25,357.25,Stay
-0.6537723180000001,7.285347311111112,6.399737211111112,1.0068558733333335,-0.14477495,0.29667665666666665,-0.13545926666666666,-9.55208411111111,-27.135417555555556,-35.929168000000004,-0.8439578600000001,985.3177355555555,0.10367278644444444,1754295720160.0,449.0,Stay
-1.2402183753846154,7.511438384615385,5.657645238461539,0.990706583076923,0.1550774233846154,0.19567644738461537,0.15271619307692308,-7.8331732615384615,-27.52644353846154,-36.638943230769236,-0.9114286769230768,985.2914107692309,0.21685921034615385,1754295720265.6924,554.6923076923077,Stay
0.24699246933333333,7.978202377777778,5.173814377777777,0.37386093555555555,-0.030186900000000003,0.19547673466666668,0.05849030413333334,-8.09375,-27.822917111111114,-37.000002333333335,-0.9984582855555555,985.2674000000001,-0.05143121355555555,1754295720366.2222,655.2222222222222,Stay
0.29809048384615383,7.7797106846153845,5.319796946153847,0.33839237538461536,0.023295094,0.14930944923076922,-0.005944184523076924,-7.5274042923076925,-27.301444307692307,-37.07451923076923,-0.9720581561538462,985.2231800000001,-0.05753003507692307,1754295720469.5386,758.5384615384615,Stay
0.5014292933333333,8.192626133333333,5.270191766666667,0.2375746933333333,-0.08750637533333333,0.011555519999999994,-0.09473495133333334,-7.310417088888889,-27.70833511111111,-36.19791855555556,-0.9966675399999999,985.2333555555556,-0.09179025066666667,1754295720563.7778,852.7777777777778,Stay
0.4324029944166667,8.207880333333334,6.582455674999999,0.5210180933333334,-0.341460685,-0.3482311116666667,-0.194178645,-9.157813291666665,-27.471875583333333,-36.86406375,-0.8973832475,985.2468250000001,-0.06382838513333333,1754295720669.0833,958.0833333333334,Front
0.03150549808888889,7.891795022222222,6.490797199999999,0.6501112466666666,-0.127670734,-0.37558004,-0.23370668,-9.041666777777777,-27.541667000000004,-37.735416666666666,-0.8828218555555556,985.2618555555556,-0.0049158192,1754295720759.5557,1048.5555555555557,Front
0.001564536623076922,8.434700084615384,7.569878684615385,0.8688827584615384,0.43650986584615387,-0.3160637676923077,-0.3795467215384616,-9.904327538461539,-28.69471353846154,-37.25913761538461,-0.8433226746153846,985.2899292307692,-0.0009666059615384608,1754295720865.4614,1154.4615384615386,Front
-0.8934533978888888,8.409043555555556,5.392358777777777,0.9750214844444444,0.8837516111111111,0.22707201333333338,-0.6037719444444445,-8.968750777777778,-31.985417111111115,-34.833334,-0.9915292888888888,985.2708444444444,0.17310934344444445,1754295720965.111,1254.111111111111,Front
-2.4532874,7.1513185923076925,5.6522153230769225,1.6391769076923077,0.26658374846153843,0.24962050384615386,-0.029615190000000007,-7.123558138461538,-34.30673215384615,-32.985577846153845,-0.8590492753846154,985.2442615384615,0.41242537230769233,1754295721070.1538,1359.1538461538462,Front
-2.0475915555555555,7.478368255555555,5.450982911111111,1.6174271444444444,-0.031815873999999994,-0.23238313,0.41269006666666663,-8.25625061111111,-36.137500333333335,-32.300000222222224,-0.9061331544444443,985.2423311111111,0.36731120222222224,1754295721167.5557,1456.5555555555557,Front
-1.3942678750000002,7.6175507625,4.3954657125,1.3455712,-0.050434522499999995,-0.3855511125,0.33922084625,-10.30781325,-35.925,-32.029688,-1.03023129875,985.2610625,0.31721230125,1754295721247.25,1536.25,Front
-0.9204084538461539,7.527912269230769,4.9010530153846155,1.2961729415384615,-0.0678412323076923,0.035054241276923075,0.3038347492307692,-11.88750023076923,-35.749038923076924,-32.487982307692306,-0.9855039538461539,985.2701569230769,0.18872565923076923,1754295721345.923,1634.923076923077,Front
-0.8536394625,9.229017166666667,5.249852925,1.2185703833333335,0.054901471,0.078572485,0.35766131500000004,-13.770313166666666,-35.557813833333334,-31.74375116666667,-1.0499758808333333,985.364275,0.18026193475,1754295721463.3333,1752.3333333333333,Front
0.8209774620000001,10.0240126,7.4816385400000005,1.14334462,0.1249218524,0.0389120868,0.306715206,-15.3600007,-35.35875,-31.70625,-0.92361129,985.3344279999999,-0.1119204635,1754295721560.4,1849.4,Front
1.8917256916666665,7.374779058333334,5.395416308333334,1.0921893970833334,0.6201931791666667,-0.058172145416666675,0.04083885866666667,-17.00625,-37.225002,-28.828126166666664,-0.9183620566666667,985.3038591666667,-0.3566439108333333,1754295721666.1667,1955.1666666666667,Front
1.2528819199999999,6.55453945,3.2193036499999996,0.564374048,0.08830050799999999,-0.01566868222,-0.10651954780000002,-17.0156251,-38.030625400000005,-26.38125,-1.0850336999999999,985.30267,-0.386160473,1754295721762.2,2051.2,Front
0.5393639761818182,7.685528809090909,4.1253350181818185,1.0005108127272726,-0.6199583090909091,0.008149489999999999,-0.14993953090909093,-17.362501454545455,-37.7625,-28.140341818181813,-1.0727501454545454,985.3296999999999,-0.1317502106909091,1754295721863.7273,2152.7272727272725,Front
0.10060731660909092,8.379555818181819,5.782255954545454,1.311805690909091,-0.5464740545454545,-0.014105423363636365,-0.28932777090909095,-16.609092363636364,-36.52329736363636,-30.109092636363638,-0.9692951127272728,985.3381,-0.015473377636363637,1754295721962.6365,2251.6363636363635,Front
0.40558344749999997,8.865407625,6.3900329125,1.242664075,-0.07002037375,-0.20175718125,-0.19853105124999998,-15.846094875,-35.86172075,-30.77812675,-0.945003145,985.3278625,-0.06358948775,1754295722053.75,2342.75,Front
-0.8185294053846154,9.416401307692308,6.155260153846154,1.4058174,0.0560350966923077,-0.18401126846153845,-0.23896560076923073,-17.50384723076923,-37.15240492307692,-30.34326923076923,-0.9852548446153846,985.3058507692307,0.1162183523076923,1754295722147.6155,2436.6153846153848,Front
-2.4854448833333334,6.567998983333333,7.500402333333334,2.0638538333333334,0.009608392500000005,0.30273440333333335,-0.2774471508333333,-16.235938666666666,-36.9953155,-30.184375,-0.6910213625,985.2557716666666,0.32650502249999996,1754295722268.0833,2557.0833333333335,Front
-2.50408894,5.8183877299999995,4.90815786,1.95032591,-0.04315759300000001,0.156931164,0.199554245,-14.658750900000001,-37.205627699999994,-29.9212514,-0.81585491,985.232694,0.47018561099999995,1754295722362.2,2651.2,Front
0.07983327000000001,7.438633027272727,4.769983309090909,1.1291264218181818,-0.4407667,0.09201844772727273,0.8052030472727272,-17.296023636363635,-35.72897890909091,-31.588637454545452,-0.9863622181818182,985.2324,-0.006397911818181817,1754295722464.4546,2753.4545454545455,Front
1.0369623227272728,8.922835318181818,5.8242391636363635,0.8290773599999999,-0.03549957637272728,0.10133413909090909,0.4663674830909091,-19.179547181818183,-32.77329745454546,-32.94375,-0.9842728236363637,985.1934945454545,-0.17923948272727272,1754295722560.2727,2849.2727272727275,Front
0.3043869765,10.07478025,6.873981125,1.133348475,0.3599011625,0.0540488025,-0.03336848875,-19.082813416666667,-33.460937666666666,-32.184374999999996,-0.9711464516666667,985.184075,-0.04435994311666667,1754295722671.25,2960.25,Front
1.8383524666666666,8.267069333333334,8.23902011111111,1.6564632222222224,0.34140554666666667,-0.3174969711111111,-0.18292007,-19.668750666666668,-34.3,-31.28125,-0.770363051111111,985.1989222222223,-0.21739312333333333,1754295722764.111,3053.1111111111113,Front
2.203656688888889,6.363977511111112,5.201597688888889,1.0889072155555555,0.7197514533333333,-0.3332776433333333,-0.4478148,-20.468750222222223,-36.639583333333334,-29.78958355555556,-0.862119521111111,985.2063022222222,-0.4190776522222222,1754295722848.4443,3137.4444444444443,Front
0.1737360071428571,6.363284635714286,2.6356941214285716,1.0075785714285714,-0.11047925857142858,-0.15223623035714287,-0.4345648407142857,-17.983929285714286,-38.30491071428572,-28.475894714285715,-1.1537181142857145,985.2195857142857,0.007800809285714297,1754295722956.9285,3245.9285714285716,Front
-1.2019148100000001,8.073742450000001,4.8693941899999995,1.45950031,-0.74708763,-0.016111557500000002,-0.400040075,-16.2000006,-37.03875,-31.395000400000004,-1.033355042,985.2415020000001,0.275514382,1754295723068.0,3357.0,Front
-1.6659484,9.037799636363637,7.902296636363636,1.6045679,-0.35049752727272726,-0.11879931454545455,-0.26089478400000005,-14.222728272727272,-35.83636554545455,-34.59375,-0.8429044218181818,985.2676545454545,0.20719846363636363,1754295723163.5454,3452.5454545454545,Front
