timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,pressure,azimuth,pitch,roll,direction
1754295862094,1.7515461,4.6552362,8.916854,-0.13790272,-0.29458955,-0.12339468,6.24375,-10.087501,-35.025,985.77246,-1.1256918,-0.47342482,-0.19396144,Stay
1754295862097,1.7922242,4.536792,8.939586,-0.13790272,-0.29458955,-0.12339468,6.24375,-10.087501,-35.025,985.77246,-1.1564276,-0.46172038,-0.19785878,Stay
1754295862141,1.7922242,4.536792,8.939586,-0.13790272,-0.29458955,-0.12339468,5.25,-2.9625,-34.95,985.77246,-0.77975804,-0.46172038,-0.19785878,Stay
1754295862143,1.7922242,4.536792,8.939586,-0.027641632,0.481056,0.01802051,5.25,-2.9625,-34.95,985.77246,-0.77975804,-0.46172038,-0.19785878,Stay
1754295862154,2.0003998,4.625326,8.837891,-0.027641632,0.481056,0.01802051,5.25,-2.9625,-34.95,985.77246,-0.8054217,-0.47196457,-0.22259292,Stay
1754295862154,1.9992033,4.662415,8.677571,-0.027641632,0.481056,0.01802051,5.25,-2.9625,-34.95,985.77246,-0.7985321,-0.48233253,-0.22643633,Stay
1754295862154,1.1952149,4.7485566,8.525627,-0.027641632,0.481056,0.01802051,5.25,-2.9625,-34.95,985.77246,-0.63052195,-0.5040559,-0.1392831,Stay
1754295862177,0.7896315,4.566702,8.909675,-0.027641632,0.481056,0.01802051,5.25,-2.9625,-34.95,985.77246,-0.569696,-0.4720553,-0.08839534,Stay
1754295862201,0.7896315,4.566702,8.909675,-0.027641632,0.481056,0.01802051,7.6687503,-1.6875001,-35.25,985.77246,-0.6495374,-0.4720553,-0.08839534,Stay
1754295862210,0.7896315,4.566702,8.909675,-0.084452055,0.45341438,0.25305074,7.6687503,-1.6875001,-35.25,985.77246,-0.6495374,-0.4720553,-0.08839534,Stay
1754295862217,0.7896315,4.566702,8.909675,-0.084452055,0.45341438,0.25305074,7.6687503,-1.6875001,-35.25,985.7964,-0.6495374,-0.4720553,-0.08839534,Stay
1754295862221,1.2191432,4.5918264,9.235099,-0.084452055,0.45341438,0.25305074,7.6687503,-1.6875001,-35.25,985.7964,-0.73573864,-0.45798203,-0.13125299,Stay
1754295862221,1.6438692,4.469793,9.075976,-0.084452055,0.45341438,0.25305074,7.6687503,-1.6875001,-35.25,985.7964,-0.81582004,-0.4512531,-0.17918059,Stay
1754295862258,1.6438692,4.469793,9.075976,-0.084452055,0.45341438,0.25305074,7.6687503,-1.6875001,-35.25,985.7986,-0.81582004,-0.4512531,-0.17918059,Stay
1754295862259,1.6438692,4.469793,9.075976,-0.084452055,0.45341438,0.25305074,9.76875,-1.5562501,-35.568752,985.7986,-0.88311744,-0.4512531,-0.17918059,Stay
1754295862278,1.6438692,4.469793,9.075976,0.07513637,0.40485063,-0.05054906,9.76875,-1.5562501,-35.568752,985.7986,-0.88311744,-0.4512531,-0.17918059,Stay
1754295862288,2.2995026,4.304688,8.774481,0.07513637,0.40485063,-0.05054906,9.76875,-1.5562501,-35.568752,985.7986,-0.983816,-0.44309413,-0.25630328,Stay
1754295862288,1.9716859,4.6265225,8.319844,0.07513637,0.40485063,-0.05054906,9.76875,-1.5562501,-35.568752,985.7986,-0.90075743,-0.49598122,-0.2326931,Stay
1754295862288,0.7393822,4.8095737,8.098508,0.07513637,0.40485063,-0.05054906,9.76875,-1.5562501,-35.568752,985.7986,-0.6736243,-0.5340899,-0.09104616,Stay
1754295862288,0.0071784677,4.8059845,8.474181,0.07513637,0.40485063,-0.05054906,9.76875,-1.5562501,-35.568752,985.7986,-0.54429394,-0.51590145,-8.470985E-4,Stay
1754295862298,0.0071784677,4.8059845,8.474181,0.07513637,0.40485063,-0.05054906,9.76875,-1.5562501,-35.568752,985.79956,-0.54429394,-0.51590145,-8.470985E-4,Stay
1754295862320,0.0071784677,4.8059845,8.474181,0.07513637,0.40485063,-0.05054906,9.76875,-2.625,-34.59375,985.79956,-0.58546096,-0.51590145,-8.470985E-4,Stay
1754295862336,0.09092726,4.53081,8.76491,0.07513637,0.40485063,-0.05054906,9.76875,-2.625,-34.59375,985.79956,-0.6434023,-0.47707462,-0.010373638,Stay
1754295862336,1.2442678,4.4518466,8.480164,0.07513637,0.40485063,-0.05054906,9.76875,-2.625,-34.59375,985.79956,-0.8542015,-0.47905508,-0.14568731,Stay
1754295862337,1.2442678,4.4518466,8.480164,0.07513637,0.40485063,-0.05054906,9.76875,-2.625,-34.59375,985.8093,-0.8542015,-0.47905508,-0.14568731,Stay
1754295862345,1.2442678,4.4518466,8.480164,0.10537417,0.044745844,-0.012675445,9.76875,-2.625,-34.59375,985.8093,-0.8542015,-0.47905508,-0.14568731,Stay
1754295862355,1.7575282,4.7916274,7.9716887,0.10537417,0.044745844,-0.012675445,9.76875,-2.625,-34.59375,985.8093,-0.8895347,-0.53079385,-0.21699975,Stay
1754295862378,1.7575282,4.7916274,7.9716887,0.10537417,0.044745844,-0.012675445,9.76875,-2.625,-34.59375,985.79834,-0.8895347,-0.53079385,-0.21699975,Stay
1754295862379,1.7575282,4.7916274,7.9716887,0.10537417,0.044745844,-0.012675445,10.14375,-2.90625,-34.162502,985.79834,-0.9151577,-0.53079385,-0.21699975,Stay
1754295862413,1.7575282,4.7916274,7.9716887,-0.23747368,0.17195843,-0.13408482,10.14375,-2.90625,-34.162502,985.79834,-0.9151577,-0.53079385,-0.21699975,Stay
