timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,pressure,azimuth,pitch,roll,direction
1754295719711,-1.9824536,8.128419,4.718646,-0.1669188,-0.048716467,-0.019853106,-12.8625,-23.625,-37.893753,985.2927,1.1226085,-1.0088497,0.3977401,Stay
1754295719755,-1.9824536,8.128419,4.718646,-0.1669188,-0.048716467,-0.019853106,-4.2562504,-32.268753,-32.60625,985.2927,1.1784852,-1.0088497,0.3977401,Stay
1754295719758,-1.9824536,8.128419,4.718646,-0.28985533,-0.6705768,-0.052839804,-4.2562504,-32.268753,-32.60625,985.2927,1.1784852,-1.0088497,0.3977401,Stay
1754295719770,-2.1834507,8.282756,4.0235314,-0.28985533,-0.6705768,-0.052839804,-4.2562504,-32.268753,-32.60625,985.2927,1.1912202,-1.0658897,0.4971983,Stay
1754295719770,-2.3581266,8.389236,3.8763726,-0.28985533,-0.6705768,-0.052839804,-4.2562504,-32.268753,-32.60625,985.2927,1.2340376,-1.0750077,0.5465244,Stay
1754295719770,-2.2408783,8.336594,4.4135613,-0.28985533,-0.6705768,-0.052839804,-4.2562504,-32.268753,-32.60625,985.2927,1.2163302,-1.0349848,0.46980903,Stay
1754295719816,-2.2408783,8.336594,4.4135613,-0.28985533,-0.6705768,-0.052839804,-4.6687503,-30.956251,-34.612503,985.2927,1.14833,-1.0349848,0.46980903,Stay
1754295719825,-2.2408783,8.336594,4.4135613,-0.7536544,-1.1435388,0.11911863,-4.6687503,-30.956251,-34.612503,985.2927,1.14833,-1.0349848,0.46980903,Stay
1754295719835,-2.2408783,8.336594,4.4135613,-0.7536544,-1.1435388,0.11911863,-4.6687503,-30.956251,-34.612503,985.1948,1.14833,-1.0349848,0.46980903,Stay
1754295719837,-1.7240287,7.9920278,5.131408,-0.7536544,-1.1435388,0.11911863,-4.6687503,-30.956251,-34.612503,985.1948,1.0641406,-0.9754441,0.32412684,Stay
1754295719837,-1.0683953,8.015956,5.6410794,-0.7536544,-1.1435388,0.11911863,-4.6687503,-30.956251,-34.612503,985.1948,0.89091164,-0.9492527,0.18717849,Stay
1754295719837,-0.7908279,7.895118,6.0311093,-0.7536544,-1.1435388,0.11911863,-4.6687503,-30.956251,-34.612503,985.1948,0.86298764,-0.9143397,0.13038093,Stay
1754295719837,-0.654437,7.7850485,6.3338017,-0.7536544,-1.1435388,0.11911863,-4.6687503,-30.956251,-34.612503,985.1948,0.8872861,-0.88522565,0.10295916,Stay
1754295719875,-0.654437,7.7850485,6.3338017,-0.7536544,-1.1435388,0.11911863,-4.6687503,-30.956251,-34.612503,985.21436,0.8872861,-0.88522565,0.10295916,Stay
1754295719875,-0.654437,7.7850485,6.3338017,-0.7536544,-1.1435388,0.11911863,-7.6125,-29.00625,-35.2125,985.21436,0.94181377,-0.88522565,0.10295916,Stay
1754295719893,-0.654437,7.7850485,6.3338017,-0.5416843,-0.7144064,0.1386663,-7.6125,-29.00625,-35.2125,985.21436,0.94181377,-0.88522565,0.10295916,Stay
1754295719903,-0.49052864,7.623533,7.222735,-0.5416843,-0.7144064,0.1386663,-7.6125,-29.00625,-35.2125,985.21436,1.0962182,-0.8112393,0.0678104,Stay
1754295719903,-0.07298109,7.905886,7.3698936,-0.5416843,-0.7144064,0.1386663,-7.6125,-29.00625,-35.2125,985.21436,0.9313262,-0.820447,0.009902273,Stay
1754295719903,-0.30029923,7.6941214,7.331609,-0.5416843,-0.7144064,0.1386663,-7.6125,-29.00625,-35.2125,985.21436,1.047755,-0.809101,0.040936645,Stay
1754295719915,-0.30029923,7.6941214,7.331609,-0.5416843,-0.7144064,0.1386663,-7.6125,-29.00625,-35.2125,985.2556,1.047755,-0.809101,0.040936645,Stay
1754295719935,-0.30029923,7.6941214,7.331609,-0.5416843,-0.7144064,0.1386663,-8.38125,-27.843752,-35.268753,985.2556,1.0194902,-0.809101,0.040936645,Stay
1754295719955,-0.30029923,7.6941214,7.331609,-0.5416843,-0.7144064,0.1386663,-8.38125,-27.843752,-35.268753,985.2798,1.0194902,-0.809101,0.040936645,Stay
1754295719960,-0.30029923,7.6941214,7.331609,0.015424335,-0.09697478,0.2855793,-8.38125,-27.843752,-35.268753,985.2798,1.0194902,-0.809101,0.040936645,Stay
1754295719970,-0.8422736,7.3375907,7.064809,0.015424335,-0.09697478,0.2855793,-8.38125,-27.843752,-35.268753,985.2798,1.1869823,-0.8008097,0.11866091,Stay
1754295719970,-1.1018949,7.2358956,6.8925257,0.015424335,-0.09697478,0.2855793,-8.38125,-27.843752,-35.268753,985.2798,1.2382082,-0.80339336,0.15852663,Stay
1754295719970,-0.8111669,7.446464,6.401997,0.015424335,-0.09697478,0.2855793,-8.38125,-27.843752,-35.268753,985.2798,1.0442464,-0.85673785,0.1260337,Stay
1754295719970,-0.52522457,7.5469627,5.770292,0.015424335,-0.09697478,0.2855793,-8.38125,-27.843752,-35.268753,985.2798,0.842222,-0.9160346,0.090772055,Stay
1754295719995,-0.52522457,7.5469627,5.770292,0.015424335,-0.09697478,0.2855793,-8.38125,-27.843752,-35.268753,985.2903,0.842222,-0.9160346,0.090772055,Stay
1754295719995,-0.52522457,7.5469627,5.770292,0.015424335,-0.09697478,0.2855793,-9.712501,-28.2,-35.568752,985.2903,0.900418,-0.9160346,0.090772055,Stay
1754295720028,-0.52522457,7.5469627,5.770292,-0.08643737,-0.3901899,0.29688028,-9.712501,-28.2,-35.568752,985.2903,0.900418,-0.9160346,0.090772055,Stay
1754295720035,-0.52522457,7.5469627,5.770292,-0.08643737,-0.3901899,0.29688028,-9.712501,-28.2,-35.568752,985.3064,0.900418,-0.9160346,0.090772055,Stay
1754295720037,-0.11964113,7.489535,5.279763,-0.08643737,-0.3901899,0.29688028,-9.712501,-28.2,-35.568752,985.3064,0.6942864,-0.9566337,0.022656444,Stay
1754295720037,-0.40917268,8.141579,5.6004014,-0.08643737,-0.3901899,0.29688028,-9.712501,-28.2,-35.568752,985.3064,0.7721364,-0.9670098,0.07293174,Stay
1754295720037,-0.25004998,8.232507,5.8636117,-0.08643737,-0.3901899,0.29688028,-9.712501,-28.2,-35.568752,985.3064,0.74233884,-0.95146614,0.042618543,Stay
1754295720055,-0.25004998,8.232507,5.8636117,-0.08643737,-0.3901899,0.29688028,-9.243751,-26.718752,-35.2125,985.3064,0.69730496,-0.95146614,0.042618543,Stay
1754295720075,-0.25004998,8.232507,5.8636117,-0.08643737,-0.3901899,0.29688028,-9.243751,-26.718752,-35.2125,985.3152,0.69730496,-0.95146614,0.042618543,Stay
