timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,pressure,azimuth,pitch,roll,direction
1754296058239,-0.28893334,4.7802615,7.6073813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,Stay
1754296058239,-0.111266255,4.784449,8.200802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,Stay
1754296058239,0.16390835,4.8933225,8.478369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,Stay
1754296058239,0.28594232,4.9734817,8.571091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,Stay
1754296058258,0.28594232,4.9734817,8.571091,-0.3340667,0.07582359,-0.014508039,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,Stay
1754296058293,0.28594232,4.9734817,8.571091,-0.3340667,0.07582359,-0.014508039,-23.8875,-21.5625,-73.725006,0.0,0.8526661,-0.5255387,-0.033348884,Stay
1754296058295,0.07178468,4.9603214,8.448459,-0.3340667,0.07582359,-0.014508039,-23.8875,-21.5625,-73.725006,0.0,0.8901768,-0.5308848,-0.008496574,Stay
1754296058295,-0.29491538,4.889135,8.182856,-0.3340667,0.07582359,-0.014508039,-23.8875,-21.5625,-73.725006,0.0,0.9538258,-0.5382826,0.036025047,Stay
1754296058295,-0.44685963,4.772485,8.232507,-0.3340667,0.07582359,-0.014508039,-23.8875,-21.5625,-73.725006,0.0,1.0079432,-0.5247304,0.054226685,Stay
1754296058323,-0.44685963,4.772485,8.232507,-0.14103341,-0.008552107,-0.031230463,-23.8875,-21.5625,-73.725006,0.0,1.0079432,-0.5247304,0.054226685,Stay
1754296058343,-0.44685963,4.772485,8.232507,-0.14103341,-0.008552107,-0.031230463,-23.60625,-20.400002,-73.36875,0.0,0.981778,-0.5247304,0.054226685,Stay
1754296058360,-0.34157544,4.697709,8.547162,-0.14103341,-0.008552107,-0.031230463,-23.60625,-20.400002,-73.36875,0.0,1.0019222,-0.50221634,0.039942354,Stay
1754296058360,-0.18723837,4.727619,8.641081,-0.14103341,-0.008552107,-0.031230463,-23.60625,-20.400002,-73.36875,0.0,0.9755775,-0.5005226,0.021665007,Stay
1754296058360,0.008973085,4.909474,8.446066,-0.14103341,-0.008552107,-0.031230463,-23.60625,-20.400002,-73.36875,0.0,0.88516563,-0.5265359,-0.0010623978,Stay
1754296058362,0.008973085,4.909474,8.446066,-0.14103341,-0.008552107,-0.031230463,-23.60625,-20.400002,-73.36875,985.32196,0.88516563,-0.5265359,-0.0010623978,Stay
1754296058388,0.008973085,4.909474,8.446066,-0.08460477,0.080634154,0.03489565,-23.60625,-20.400002,-73.36875,985.32196,0.88516563,-0.5265359,-0.0010623978,Stay
1754296058398,0.008973085,4.909474,8.446066,-0.08460477,0.080634154,0.03489565,-22.837502,-21.225,-73.8,985.32196,0.8816934,-0.5265359,-0.0010623978,Stay
1754296058403,0.008973085,4.909474,8.446066,-0.08460477,0.080634154,0.03489565,-22.837502,-21.225,-73.8,985.3249,0.8816934,-0.5265359,-0.0010623978,Stay
1754296058426,0.17168503,5.042874,8.401798,-0.08460477,0.080634154,0.03489565,-22.837502,-21.225,-73.8,985.3249,0.81728864,-0.5404845,-0.020431476,Stay
1754296058426,0.1471586,5.02074,8.248658,-0.08460477,0.080634154,0.03489565,-22.837502,-21.225,-73.8,985.3249,0.8110488,-0.5467021,-0.017838415,Stay
1754296058426,-0.047258247,4.8658047,8.251051,-0.08460477,0.080634154,0.03489565,-22.837502,-21.225,-73.8,985.3249,0.88231426,-0.53281873,0.0057274797,Stay
1754296058426,-0.32841492,4.791029,8.543573,-0.08460477,0.080634154,0.03489565,-22.837502,-21.225,-73.8,985.3249,0.98275286,-0.5107638,0.03842108,Stay
1754296058444,-0.32841492,4.791029,8.543573,-0.08460477,0.080634154,0.03489565,-22.837502,-21.225,-73.8,985.3276,0.98275286,-0.5107638,0.03842108,Stay
1754296058453,-0.32841492,4.791029,8.543573,-0.008093959,-0.07765619,-0.037568185,-22.837502,-21.225,-73.8,985.3276,0.98275286,-0.5107638,0.03842108,Stay
1754296058462,-0.32841492,4.791029,8.543573,-0.008093959,-0.07765619,-0.037568185,-23.962502,-20.98125,-72.9375,985.3276,1.0079392,-0.5107638,0.03842108,Stay
1754296058483,-0.32841492,4.791029,8.543573,-0.008093959,-0.07765619,-0.037568185,-23.962502,-20.98125,-72.9375,985.3388,1.0079392,-0.5107638,0.03842108,Stay
1754296058491,-0.42891344,4.5338006,8.830113,-0.008093959,-0.07765619,-0.037568185,-23.962502,-20.98125,-72.9375,985.3388,1.0982136,-0.4738691,0.0485358,Stay
1754296058491,-0.13579269,4.636094,8.57468,-0.008093959,-0.07765619,-0.037568185,-23.962502,-20.98125,-72.9375,985.3388,1.0022931,-0.49560133,0.01583515,Stay
1754296058491,0.19262223,5.0889354,8.017751,-0.008093959,-0.07765619,-0.037568185,-23.962502,-20.98125,-72.9375,985.3388,0.79781795,-0.56541985,-0.02401985,Stay
1754296058518,0.19262223,5.0889354,8.017751,0.0193186,0.005497783,0.0386372,-23.962502,-20.98125,-72.9375,985.3388,0.79781795,-0.56541985,-0.02401985,Stay
1754296058518,0.19262223,5.0889354,8.017751,0.0193186,0.005497783,0.0386372,-22.800001,-22.050001,-74.418755,985.3388,0.77296484,-0.56541985,-0.02401985,Stay
